date,count,fines
2020-02-15,4673,314485.0
2020-02-16,2042,148087.0
2020-02-17,1351,117280.0
2020-02-18,8958,629905.0
2020-02-19,8123,574412.0
2020-02-20,8262,580327.0
2020-02-21,7887,571675.0
2020-02-22,5236,362440.0
2020-02-23,2379,178792.0
2020-02-24,8599,600567.0
2020-02-25,8492,602066.0
2020-02-26,8619,607980.0
2020-02-27,8615,605536.0
2020-02-28,7917,563553.0
2020-02-29,5165,348365.0
2020-03-01,1988,148760.0
2020-03-02,8602,597929.0
2020-03-03,8922,635395.0
2020-03-04,8672,621016.0
2020-03-05,8773,613702.0
2020-03-06,7922,570506.0
2020-03-07,5138,348518.0
2020-03-08,1835,139616.0
2020-03-09,8647,606221.0
2020-03-10,8689,616050.0
2020-03-11,8980,641768.0
2020-03-12,7683,546639.0
2020-03-13,5791,430164.0
2020-03-14,4502,304952.0
2020-03-15,1567,114771.0
2020-03-16,7901,569305.0
2020-03-17,4959,361504.0
2020-03-18,4573,316714.0
2020-03-19,4783,338750.0
2020-03-20,3949,284278.0
2020-03-21,3102,222373.0
2020-03-22,890,66425.0
2020-03-23,3985,288708.0
2020-03-24,3842,279976.0
2020-03-25,3323,244627.0
2020-03-26,3569,262050.0
2020-03-27,2767,209379.0
2020-03-28,2123,156885.0
2020-03-29,875,71577.0
2020-03-30,1526,115134.0
2020-03-31,1841,139489.0
2020-04-01,1645,124861.0
2020-04-02,1505,113893.0
2020-04-03,1392,105348.0
2020-04-04,1220,86055.0
2020-04-05,413,33947.0
2020-04-06,1252,92522.0
2020-04-07,1475,108757.0
2020-04-08,1606,122347.0
2020-04-09,1310,99773.0
2020-04-10,1392,104802.0
2020-04-11,1256,93691.0
2020-04-12,639,49935.0
2020-04-13,1717,132321.0
2020-04-14,1736,133718.0
2020-04-15,1569,114867.0
2020-04-16,1856,135426.0
2020-04-17,1666,129507.0
2020-04-18,1643,132702.0
2020-04-19,735,63908.0
2020-04-20,1795,139836.0
2020-04-21,1735,135987.0
2020-04-22,1690,131858.0
2020-04-23,1820,138177.0
2020-04-24,1711,127671.0
2020-04-25,1538,118950.0
2020-04-26,874,74923.0
2020-04-27,1947,145681.0
2020-04-28,1919,139225.0
2020-04-29,1760,132122.0
2020-04-30,1697,123476.0
2020-05-01,1613,124881.0
2020-05-02,1635,126955.0
2020-05-03,896,75192.0
2020-05-04,1948,154759.0
2020-05-05,1705,140129.0
2020-05-06,1720,128538.0
2020-05-07,1714,129430.0
2020-05-08,2022,158246.0
2020-05-09,1605,127307.0
2020-05-10,1055,84386.0
2020-05-11,2399,179285.0
2020-05-12,2306,178604.0
2020-05-13,2168,166389.0
2020-05-14,2229,165495.0
2020-05-15,2276,173276.0
2020-05-16,2167,171999.0
2020-05-17,1104,96444.0
2020-05-18,2012,158088.0
2020-05-19,2078,165681.0
2020-05-20,1952,150302.0
2020-05-21,2169,163149.0
2020-05-22,2229,171792.0
2020-05-23,2183,161529.0
2020-05-24,1437,120510.0
2020-05-25,1173,107093.0
2020-05-26,2945,221013.0
2020-05-27,2368,175458.0
2020-05-28,2415,181364.0
2020-05-29,2665,197170.0
2020-05-30,2091,152889.0
2020-05-31,474,38114.0
2020-06-01,1628,121594.0
2020-06-02,1953,143129.0
2020-06-03,126,9566.0
2020-06-04,2644,199772.0
2020-06-05,2661,203174.0
2020-06-06,1944,147594.0
2020-06-07,1159,94514.0
2020-06-08,3130,234208.0
2020-06-09,3366,257814.0
2020-06-10,2730,204465.0
2020-06-11,3166,233927.0
2020-06-12,2958,227307.0
2020-06-13,2378,174953.0
2020-06-14,1228,98112.0
2020-06-15,3213,238712.0
2020-06-16,3168,236387.0
2020-06-17,3006,228319.0
2020-06-18,3051,232295.0
2020-06-19,2936,221796.0
2020-06-20,2712,197059.0
2020-06-21,1216,99502.0
2020-06-22,3247,239394.0
2020-06-23,3410,256083.0
2020-06-24,3250,248064.0
2020-06-25,3182,232457.0
2020-06-26,2982,223514.0
