Route No,Council District,Time Start,Time End,Boundaries
3P305 F,9,10:00 AM,12:00 PM,41st St to 48th Pl - Long Beach Ave to Hooper Ave
3P305 Th,9,10:00 AM,12:00 PM,41st St to 48th Pl - Long Beach Ave to Hooper Ave
3P306 F,9,12:00 PM,2:00 PM,48th St to Slauson Ave-Long Beach Ave to Hooper Ave   McGarry St to Long Beach Ave-51st St to 55th St
3P306 Th,9,12:00 PM,2:00 PM,48th St to Slauson Ave-Long Beach Ave to Hooper Ave   McGarry St to Long Beach Ave-51st St to 55th St
3P307 F,9,10:00 AM,1:00 PM,Washington Bl to Martin L King Bl-Central Ave to San Pedro St
3P307 Th,9,10:00 AM,1:00 PM,Washington Bl to Martin L King Bl-Central Ave to San Pedro St
3P308 M,9,11:00 AM,2:00 PM,Exposition Blvd to Vernon Ave-Harbor Fwy to Vermont Ave- Vernon Ave to Slauson Ave-Harbor Fwy to Figueroa St
3P308 W,9,11:00 AM,2:00 PM,Exposition Blvd to Vernon Ave-Harbor Fwy to Vermont Ave- Vernon Ave to Slauson Ave-Harbor Fwy to Figueroa St
3P309 M,8,10:00 AM,12:00 PM,Gage St to Florence Ave- Flower St to Vermont Ave
3P309 Tu,8,10:00 AM,12:00 PM,Gage St to Florence Ave- Flower St to Vermont Ave
3P311 M,9,12:00 PM,2:00 PM,52nd St to Slauson Ave-Alameda St to Long Beach Ave
3P311 Tu,9,12:00 PM,2:00 PM,52nd St to Slauson Ave-Alameda St to Long Beach Ave
4P109 M,13,8:00 AM,11:00 AM,Virgil Ave to Vermont - Oakwood Ave to 3rd st
4P109 Tu,13,8:00 AM,11:00 AM,Virgil Ave to Vermont - Oakwood Ave to 3rd st
4P122 F,1,12:00 PM,3:00 PM,Lake St to LaFayette Park Pl - 6th st to Olympic Bl
4P122 Th,1,12:00 PM,3:00 PM,Lake St to LaFayette Park Pl - 6th st to Olympic Bl
4P123 F,1/10,12:00 PM,2:00 PM,6th st to Olympic Bl- Hoover St to Vermont Ave
4P123 Th,1/10,12:00 PM,2:00 PM,6th st to Olympic Bl- Hoover St to Vermont Ave
4P130 F,1,10:00 AM,12:00 PM,Olympic Bl to Pico Bl- Alvarado st to Vermont Ave
4P130 Th,1,10:00 AM,12:00 PM,Olympic Bl to Pico Bl- Alvarado st to Vermont Ave
4P131 Tu,14,10:00 AM,12:00 PM,Cesar Chavez Ave to 6th st- Mott St to Cummings St
4P131 W,14,10:00 AM,12:00 PM,Cesar Chavez Ave to 6th st- Mott St to Cummings St
4P132 F,14,8:00 AM,11:00 AM,4th st to Santa Ana Fwy- Euclid St to Boyle Ave
4P132 Th,14,8:00 AM,11:00 AM,4th st to Santa Ana Fwy- Euclid St to Boyle Ave
4P166 F,1/9,10:00 AM,12:00 PM,Olympic Bl to Pico Bl- Georgia St to Alvarado St
4P166 Th,1/9,10:00 AM,12:00 PM,Olympic Bl to Pico Bl- Georgia St to Alvarado St
4P167 F,1/9,8:00 AM,10:00 AM,Pico Bl to Santa Monica Fwy- Bonnie Brae to Vermont Ave
4P167 Th,1/9,8:00 AM,10:00 AM,Pico Bl to Santa Monica Fwy- Bonnie Brae to Vermont Ave
4P168 F,1,8:00 AM,10:00 AM,Pico Bl to Santa Monica fwy- Harbor Fwy to Hoover St
4P168 Th,1,8:00 AM,10:00 AM,Pico Bl to Santa Monica fwy- Harbor Fwy to Hoover St
4P178 M,13,12:00 PM,3:00 PM,Beverly Bl to 3rd St- Loma Dr to Alvarado St
4P178 Tu,13,12:00 PM,3:00 PM,Beverly Bl to 3rd St- Loma Dr to Alvarado St
4P179 M,13,8:00 AM,11:00 AM,Ross Loos Pl to Beverly Bl - Union Ave to Alvarado st
4P179 Tu,13,8:00 AM,11:00 AM,Ross Loos Pl to Beverly Bl - Union Ave to Alvarado st
4P180 M,1,12:00 PM,3:00 PM,3rd St to 6th st- Loma Dr toAlvarado St
4P180 Tu,1,12:00 PM,3:00 PM,3rd St to 6th st- Loma Dr toAlvarado St
4P181 M,13,8:00 AM,11:00 AM,Palo Alto St to Beverly Bl- Glendale Bl to Union Ave
4P181 Tu,13,8:00 AM,11:00 AM,Palo Alto St to Beverly Bl- Glendale Bl to Union Ave
4P182 M,13,10:00 AM,1:00 PM,Temple St to 3rd St- Alvarado Bl to Rampart Bl
4P182 Tu,13,10:00 AM,1:00 PM,Temple St to 3rd St- Alvarado Bl to Rampart Bl
4P183 F,1,12:00 PM,3:00 PM,6th st to 7th st -Harbor Fwy to Alvarado St
4P183 Th,1,12:00 PM,3:00 PM,6th st to 7th st -Harbor Fwy to Alvarado St
4P184 F,1,12:00 PM,3:00 PM,7th st to Olympic Bl- Harbor Fwy to to Alvarado St
4P184 Th,1,12:00 PM,3:00 PM,7th st to Olympic Bl- Harbor Fwy to to Alvarado St
4P185 M,1/13,12:00 PM,3:00 PM,Beverly Bl to 6th st- Lake st to Dillon St
4P185 Tu,1/13,12:00 PM,3:00 PM,Beverly Bl to 6th st- Lake st to Dillon St
4P186 M,13,10:00 AM,1:00 PM,Temple St to 3rd St- Alvarado St to Rampart Bl
4P186 Tu,13,10:00 AM,1:00 PM,Temple St to 3rd St- Alvarado St to Rampart Bl
4P209 M,1,8:00 AM,11:00 AM,Hollywood Fwy to 2nd St- Harbor Fwy to Glendale Bl
4P209 Tu,1,8:00 AM,11:00 AM,Hollywood Fwy to 2nd St- Harbor Fwy to Glendale Bl
4P210 F,14,12:00 PM,3:00 PM,4th st to Santa Ana Fwy- Mott St to Lorena St
4P210 Th,14,12:00 PM,3:00 PM,4th st to Santa Ana Fwy- Mott St to Lorena St
4P214 M,1/13,10:00 AM,1:00 PM,Beverly Bl to 6th St- Loma Dr to Beaudry Ave
4P214 Tu,1/13,10:00 AM,1:00 PM,Beverly Bl to 6th St- Loma Dr to Beaudry Ave
4P220 Tu,14,12:00 PM,3:00 PM,Cesar Chavez Ave to 6th St- Golden State Fwy to Anderson St
4P220 W,14,12:00 PM,3:00 PM,Cesar Chavez Ave to 6th St- Golden State Fwy to Anderson St
4P221 Tu,14,8:00 AM,10:00 AM,Indiana St to Mott St- Ceasar S Chavez Bl to 6th st
4P221 W,14,8:00 AM,10:00 AM,Indiana St to Mott St- Ceasar S Chavez Bl to 6th st
4P224 F,14,9:00 AM,12:00 PM,4th St to Santa Ana fwy- Indiana St to Lorean St
4P224 Th,14,9:00 AM,12:00 PM,4th St to Santa Ana fwy- Indiana St to Lorean St
5NP296 F,1/14,4:00 AM,6:30 AM,Pasadena Fwy to N.Main / Pasadena Av to Sunset Bl
5NP296 Th,1/14,4:00 AM,6:30 AM,Pasadena Fwy to N.Main / Pasadena Av to Sunset Bl
5NP317 Tu,1,4:00 AM,6:30 AM,Pasadena Fwy to Pasadena Av / Pasadena Av to Golden State Fwy
5NP317 W,1,4:00 AM,6:30 AM,Pasadena Fwy to Pasadena Av / Pasadena Av to Golden State Fwy
5NP401 F,14,4:00 AM,6:30 AM,"East Lake Av, Alcaraz St to Marengo St / Soto St to Mission Rd, Narva St"
5NP401 Th,14,4:00 AM,6:30 AM,"East Lake Av, Alcaraz St to Marengo St / Soto St to Mission Rd, Narva St"
5P100 F,14,8:00 AM,10:00 AM,Yoakum St to Huntington Dr / Tampico to Collis Avs
5P100 Th,14,8:00 AM,10:00 AM,Yoakum St to Huntington Dr / Tampico to Collis Avs
5P101 F,14,10:00 AM,12:00 PM,Huntington Dr South to Templeton St / Los Angeles City Line to Eastern Av
5P101 Th,14,10:00 AM,12:00 PM,Huntington Dr South to Templeton St / Los Angeles City Line to Eastern Av
5P102 F,14,12:00 PM,2:00 PM,Templeton St to Alhambra Av / Los Angeles City Line to Far Place
5P102 Th,14,12:00 PM,2:00 PM,Templeton St to Alhambra Av / Los Angeles City Line to Far Place
5P179 Tu,14,7:30 AM,9:00 AM,Main to Clara Sts / Leroy to Elmyra/Avilla Sts
5P179 W,14,7:30 AM,9:00 AM,Main to Clara Sts / Leroy to Elmyra/Avilla Sts
5P180 Tu,14,8:00 AM,10:00 AM,Wabash Av to Ceasar Chavez Ave /Soto st to Evergreen Ave
5P180 W,14,8:00 AM,10:00 AM,Wabash Av to Ceasar Chavez Ave /Soto st to Evergreen Ave
5P181 Tu,14,9:00 AM,11:00 AM,Wabash Ave /Malabar st to Cesar Chavez/Indianan st to Soto st
5P181 W,14,9:00 AM,11:00 AM,Wabash Ave /Malabar st to Cesar Chavez/Indianan st to Soto st
5P220 F,1/14,10:00 AM,12:00 PM,Sunset Bl to Bellevue Av/ Beaudry Av to Glendale Av
5P220 Th,1/14,10:00 AM,12:00 PM,Sunset Bl to Bellevue Av/ Beaudry Av to Glendale Av
5P221 F,1/14,9:00 AM,11:00 AM,Elysian Park ave to 101 fwy/Sunset Bl to Figueroa st / Figueroa terr
5P221 Th,1/14,9:00 AM,11:00 AM,Elysian Park ave to 101 fwy/Sunset Bl to Figueroa st / Figueroa terr
5P222 F,1,10:00 AM,12:00 PM,Figueroa St/Figueroa Terr to N Broadway/Boston St  to Salano av
5P222 Th,1,10:00 AM,12:00 PM,Figueroa St/Figueroa Terr to N Broadway/Boston St  to Salano av
5P223 F,13,8:00 AM,10:00 AM,Altivo way to sunset Bl- douglas st to glendale Bl
5P223 Th,13,8:00 AM,10:00 AM,Altivo way to sunset Bl- douglas st to glendale Bl
5P253 Tu,1,10:00 AM,12:00 PM,N Broadway to Main St/ Mission rd to Golden State Fwy
5P253 W,1,10:00 AM,12:00 PM,N Broadway to Main St/ Mission rd to Golden State Fwy
5P254 F,13,12:00 PM,2:00 PM,Newell St to Barclay st/Los Angeles River to Golden State fwy
5P254 Th,13,12:00 PM,2:00 PM,Newell St to Barclay st/Los Angeles River to Golden State fwy
5P255 Tu,14,11:30 AM,1:30 pm,San Bernadino Fwy to Malabar st- LA County Line to Soto st
5P255 W,14,11:30 AM,1:30 pm,San Bernadino Fwy to Malabar st- LA County Line to Soto st
5P257 Tu,1,8:00 AM,10:00 AM,Montecito Dr to N Broadway- Griffin Av to Pasadena Ave
5P257 W,1,8:00 AM,10:00 AM,Montecito Dr to N Broadway- Griffin Av to Pasadena Ave
5P259 Tu,14,12:30 PM,2:30 PM,Marengo St to Cesar Chavez- Soto St to Mission Rd
5P259 W,14,12:30 PM,2:30 PM,Marengo St to Cesar Chavez- Soto St to Mission Rd
5P311 Tu,14,7:30 AM,10:30 AM,Main st to Marengo St- Indiana St to Golden State Fwy
5P311 W,14,7:30 AM,10:30 AM,Main st to Marengo St- Indiana St to Golden State Fwy
5P312 Tu,14,10:00 AM,12:00 PM,Valley Blvd to Bohlig rd-Highburg av to Lansdowne Ave
5P312 W,14,10:00 AM,12:00 PM,Valley Blvd to Bohlig rd-Highburg av to Lansdowne Ave
5P315 Tu,1,12:30 PM,2:30 PM,Roberta st to Broadway-sierra St to Griffin ave
5P315 W,1,12:30 PM,2:30 PM,Roberta st to Broadway-sierra St to Griffin ave
5P316 F,13,11:30 AM,1:30 PM,Glendale Fwy to Newell st- Los angeles River to Golden State fwy
5P316 Th,13,11:30 AM,1:30 PM,Glendale Fwy to Newell st- Los angeles River to Golden State fwy
6NP184 F,1/14,4:00 AM,6:30 AM,York Bl to Pasedana fwy-Figueroa St to Avenue 50
6NP184 W,1/14,4:00 AM,6:30 AM,York Bl to Pasedana fwy-Figueroa St to Avenue 50
6P168 Th,14,12:00 PM,2:00 PM,Meridian st to Roble Ave-Avenue 66 to Figueroa St
6P168 W,14,12:00 PM,2:00 PM,Meridian st to Roble Ave-Avenue 66 to Figueroa St
6P169 Th,1,7:30 AM,9:30 AM,Figueroa St to Pasadena Fwy- Avenue 44 to Avenue 37
6P169 W,1,7:30 AM,9:30 AM,Figueroa St to Pasadena Fwy- Avenue 44 to Avenue 37
6P170 Th,1,8:00 AM,10:00 AM,Isabel St to Cypress Ave- Pasadena Ave to Cazador st
6P170 W,1,8:00 AM,10:00 AM,Isabel St to Cypress Ave- Pasadena Ave to Cazador st
6P171 Th,1,9:00 AM,11:00 AM,Cypress Ave to San Fernando rd- Figueroa to Division St
6P171 W,1,9:00 AM,11:00 AM,Cypress Ave to San Fernando rd- Figueroa to Division St
6P258 Th,1/14,8:00 AM,10:00 AM,Stradford Rd to Buchanan St- Avenue 54 to Eagle Rock Bl
6P258 W,1/14,8:00 AM,10:00 AM,Stradford Rd to Buchanan St- Avenue 54 to Eagle Rock Bl
6P259 Th,1,9:00 AM,11:00 AM,Meridian St to Aldama St- Figueroa to Avenue 54
6P259 W,1,9:00 AM,11:00 AM,Meridian St to Aldama St- Figueroa to Avenue 54
6P313 Th,1,12:00 PM,2:00 PM,Chapman St to Marguerite St- Avenue 36 to Avenue 32
6P313 W,1,12:00 PM,2:00 PM,Chapman St to Marguerite St- Avenue 36 to Avenue 32
6P314 Th,1/14,11:00 AM,1:00 PM,Colorado Bl to Yosemite Dr-Townsend Ave to Eagle Rock Bl
6P314 W,1/14,11:00 AM,1:00 PM,Colorado Bl to Yosemite Dr-Townsend Ave to Eagle Rock Bl
6P352 Th,14,11:00 AM,1:00 PM,Marmion Wy to Bertha St- Pasadena Fwy to Figueroa St
6P352 W,14,11:00 AM,1:00 PM,Marmion Wy to Bertha St- Pasadena Fwy to Figueroa St
7P109 F,13,10:00 AM,12:00 PM,"Franklin to Fountain / Nornmandie to Wilton pl,"
7P109 W,13,10:00 AM,12:00 PM,"Franklin to Fountain / Nornmandie to Wilton pl,"
7P112 F,4/13,12:00 PM,3:00 PM,Franklin to Fountain / Hillhurst to Nornmandie av
7P112 W,4/13,12:00 PM,3:00 PM,Franklin to Fountain / Hillhurst to Nornmandie av
7P113 F,4,7:30 AM,9:30 AM,"Vermont av to Hillhurst av,/Russell av. To Prospect av"
7P113 W,4,7:30 AM,9:30 AM,"Vermont av to Hillhurst av,/Russell av. To Prospect av"
7P211 F,13,11:00 AM,2:00 PM,Santa Monica bl. To Hollywood fwy / Hoover st. to Vermont av.
7P211 W,13,11:00 AM,2:00 PM,Santa Monica bl. To Hollywood fwy / Hoover st. to Vermont av.
7P212 F,13,8:00 AM,10:00 AM,Fountain av. to Santa Monica bl./ Vermont to  Hollywood fwy
7P212 W,13,8:00 AM,10:00 AM,Fountain av. to Santa Monica bl./ Vermont to  Hollywood fwy
7P213 F,13,11:00 AM,2:00 PM,Santa Monica bl.to Hollywood fwy / Vermont av. To Hollywood fwy
7P213 W,13,11:00 AM,2:00 PM,Santa Monica bl.to Hollywood fwy / Vermont av. To Hollywood fwy
7P259 F,13,12:00 PM,2:00 PM,Maltman av./Lucile av. To Silverlake bl /  Hoover st. to Sunset bl.
7P259 Th,13,12:00 PM,2:00 PM,Maltman av./Lucile av. To Silverlake bl /  Hoover st. to Sunset bl.
7P260 F,13,8:00 AM,10:00 AM,Sunset bl.to Hollywood fwy /  Coronado st to Silverlake bl.
7P260 Th,13,8:00 AM,10:00 AM,Sunset bl.to Hollywood fwy /  Coronado st to Silverlake bl.
7P261 F,4/13,8:00 AM,11:00 AM,Commonwealth av. To Western av. /  Los Feliz bl. To Franklin av.
7P261 W,4/13,8:00 AM,11:00 AM,Commonwealth av. To Western av. /  Los Feliz bl. To Franklin av.
7P262 F,13,12:00 PM,2:00 PM,Fountain av.to Maltman av /Lucile av.  /  Sunet bl./Griffith park bl. To Hoover st
7P262 W,13,12:00 PM,2:00 PM,Fountain av.to Maltman av /Lucile av.  /  Sunet bl./Griffith park bl. To Hoover st
7P265 F,13,10:00 AM,12:00 PM,Sunset bl. To Hollywood fwy / Coronado to Glendale bl.
7P265 Th,13,10:00 AM,12:00 PM,Sunset bl. To Hollywood fwy / Coronado to Glendale bl.
7P300 M,4,10:00 AM,12:00 PM,Westshire dr. to Franklin ave. / Beachwood dr. to Carmen av.
7P300 Tu,4,10:00 AM,12:00 PM,Westshire dr. to Franklin ave. / Beachwood dr. to Carmen av.
7P321 F,13,8:00 AM,11:00 AM,Goodwin av. To Glendale bl. /  Glendale bl. Griffith Park bl.
7P321 W,13,8:00 AM,11:00 AM,Goodwin av. To Glendale bl. /  Glendale bl. Griffith Park bl.
7P322 F,4,12:00 PM,3:00 PM,Los Feliz bl. To Franklin av. / St. George st. / Griffith park bl.to  Commonwealth av.
7P322 W,4,12:00 PM,3:00 PM,Los Feliz bl. To Franklin av. / St. George st. / Griffith park bl.to  Commonwealth av.
7P323 F,13,8:00 AM,10:00 AM,Glendale bl. To Silverlake bl/ / Glendale cityline to L A River
7P323 Th,13,8:00 AM,10:00 AM,Glendale bl. To Silverlake bl/ / Glendale cityline to L A River
7P325 M,4/13,8:00 AM,10:00 AM,Winans dr. to Harold way /  Western ave to Cahuenga bl.
7P325 Tu,4/13,8:00 AM,10:00 AM,Winans dr. to Harold way /  Western ave to Cahuenga bl.
7P326 F,13,10:00 AM,12:00 PM,Hollywood bl. & Sunset bl. To Santa Monica /  Hoover st to Vermont av.
7P326 W,13,10:00 AM,12:00 PM,Hollywood bl. & Sunset bl. To Santa Monica /  Hoover st to Vermont av.
7P327 F,4/13,8:00 AM,10:00 AM,Franklin av. to Fountain av. / Hillhurst to Sanorn av.
7P327 W,4/13,8:00 AM,10:00 AM,Franklin av. to Fountain av. / Hillhurst to Sanorn av.
7P328 F,4/13,10:00 AM,12:00 PM,St. George st. to Fountain av. / Sanborn av. Griffith park bl.
7P328 W,4/13,10:00 AM,12:00 PM,St. George st. to Fountain av. / Sanborn av. Griffith park bl.
8NP100,5,4:00 AM,6:30 AM,Alleys N/0 and S/O Melrose Ave Highland Ave to Fairfax Ave
8P104 M,5,10:00 AM,12:00 PM,Melrose Ave to Beverly Bl- Gardner to Laurel Ave
8P104 Tu,5,10:00 AM,12:00 PM,Melrose Ave to Beverly Bl- Gardner to Laurel Ave
8P106 M,13,10:00 AM,1:00 PM,Hollywood Bl to Santa Monica Bl-Wilton Pl to Vine st
8P106 Tu,13,10:00 AM,1:00 PM,Hollywood Bl to Santa Monica Bl-Wilton Pl to Vine st
8P107 M,13,8:00 AM,10:00 AM,Santa Monica Bl to Melrose Av- Wilton Pl to Vine St
8P107 Tu,13,8:00 AM,10:00 AM,Santa Monica Bl to Melrose Av- Wilton Pl to Vine St
8P110 M,4,11:00 AM,2:00 PM,Hollywood Bl to Fountain Ave - La Brea Ave to Gardner St
8P110 Tu,4,11:00 AM,2:00 PM,Hollywood Bl to Fountain Ave - La Brea Ave to Gardner St
8P111 M,4,9:00 AM,12:00 PM,Hollywood Bl to Fountain Ave- Sierra Bonita to Orange Grove Ave
8P111 Tu,4,9:00 AM,12:00 PM,Hollywood Bl to Fountain Ave- Sierra Bonita to Orange Grove Ave
8P120 F,4/10,10:00 AM,12:00 PM,Elmwood Ave to 3rd St - Normandie Ave to Wilton PL
8P120 W,4/10,10:00 AM,12:00 PM,Elmwood Ave to 3rd St - Normandie Ave to Wilton PL
8P150 M,4,9:00 AM,11:00 AM,Larchmont Bl to Wilton Pl- Melrose Ave to Elmwood Ave
8P150 Tu,4,9:00 AM,11:00 AM,Larchmont Bl to Wilton Pl- Melrose Ave to Elmwood Ave
8P151 F,4/13,8:00 AM,10:00 AM,Santa Monica Bl to Elmwood Ave- Wilton Pl to Western Ave
8P151 W,4/13,8:00 AM,10:00 AM,Santa Monica Bl to Elmwood Ave- Wilton Pl to Western Ave
8P152 M,5,8:00 AM,10:00 AM,Rosewood Ave to 3rd St- Fairfax Ave to La Cienaga BL
8P152 Tu,5,8:00 AM,10:00 AM,Rosewood Ave to 3rd St- Fairfax Ave to La Cienaga BL
8P153 M,5,10:00 AM,12:00 PM,Beverly Blvd to 3rd St- La Brea Ave to Gardner St
8P153 Tu,5,10:00 AM,12:00 PM,Beverly Blvd to 3rd St- La Brea Ave to Gardner St
8P154 F,13,12:00 PM,2:00 PM,Beverly Blvd to 3rd St- Vermont Ave to Normandie Ave
8P154 W,13,12:00 PM,2:00 PM,Beverly Blvd to 3rd St- Vermont Ave to Normandie Ave
8P172 M,5,12:00 PM,3:00 PM,Melrose Ave to Beverly Blvd- Seward to La Brea Ave
8P172 Tu,5,12:00 PM,3:00 PM,Melrose Ave to Beverly Blvd- Seward to La Brea Ave
8P173 M,5,12:00 PM,3:00 PM,Beverly Blvd to 3rd St- Hudson Pl to La Brea Ave
8P173 Tu,5,12:00 PM,3:00 PM,Beverly Blvd to 3rd St- Hudson Pl to La Brea Ave
8P174 M,4,12:00 PM,3:00 PM,Melrose Ave to 3rd St- Larchmont Blvd to Wilcox Ave
8P174 Tu,4,12:00 PM,3:00 PM,Melrose Ave to 3rd St- Larchmont Blvd to Wilcox Ave
8P175 M,4,10:00 AM,1:00 PM,Rosewood Ave to 3rd St -Van Ness to Larchmont Blvd
8P175 Tu,4,10:00 AM,1:00 PM,Rosewood Ave to 3rd St -Van Ness to Larchmont Blvd
8P176 F,13,8:00 AM,11:00 AM,Hollywood Fwy to Beverly Blvd-Vermont Ave to Western Ave
8P176 W,13,8:00 AM,11:00 AM,Hollywood Fwy to Beverly Blvd-Vermont Ave to Western Ave
8P177 M,5,10:00 AM,12:00 PM,Romaine St to Melrose Ave - La Brea Ave to Fairfax Ave
8P177 Tu,5,10:00 AM,12:00 PM,Romaine St to Melrose Ave - La Brea Ave to Fairfax Ave
8P178 M,5,12:00 PM,3:00 PM,Melrose Ave to Beverly Blvd -La Brea Ave to Stanley Ave
8P178 Tu,5,12:00 PM,3:00 PM,Melrose Ave to Beverly Blvd -La Brea Ave to Stanley Ave
8P205 M,4/13,10:00 AM,1:00 PM,Sunset Blvd to Santa Monica Blvd - Vine St to Highland Ave
8P205 Tu,4/13,10:00 AM,1:00 PM,Sunset Blvd to Santa Monica Blvd - Vine St to Highland Ave
8P206 M,4,12:00 PM,3:00 PM,Santa Monica Blvd to Melrose Ave- Vine St to Highland Ave
8P206 Tu,4,12:00 PM,3:00 PM,Santa Monica Blvd to Melrose Ave- Vine St to Highland Ave
8P263 M,4,12:00 PM,3:00 PM,Franklin Ave to Melrose Ave- Highland Ave to La Brea Ave
8P263 Tu,4,12:00 PM,3:00 PM,Franklin Ave to Melrose Ave- Highland Ave to La Brea Ave
8P264 M,5,8:00 AM,10:00 AM,L.A City Line to Rosewood Ave - Fairfax Ave to LA Cienega Blvd
8P264 Tu,5,8:00 AM,10:00 AM,L.A City Line to Rosewood Ave - Fairfax Ave to LA Cienega Blvd
8P323 M,4,8:00 AM,10:00 AM,Hollywood Blvd to City Line - Fairfax Blvd to Doheny
8P323 Tu,4,8:00 AM,10:00 AM,Hollywood Blvd to City Line - Fairfax Blvd to Doheny
8P324 M,13,8:00 AM,10:00 AM,Cahuenga Blvd to Hollywood Blvd- Cahuenga to Highland Ave
8P324 Tu,13,8:00 AM,10:00 AM,Cahuenga Blvd to Hollywood Blvd- Cahuenga to Highland Ave
9P102 M,5,8:00 AM,10:00 AM,"Oakhurst - San Vicente, Beverly - Clifton"
9P102 Tu,5,8:00 AM,10:00 AM,"Oakhurst - San Vicente, Beverly - Clifton"
9P103 M,5,9:00 AM,12:00 PM,"San Vicente - Fairfax, 3rd - Wilshire"
9P103 Tu,5,9:00 AM,12:00 PM,"San Vicente - Fairfax, 3rd - Wilshire"
9P105 M,4,8:00 AM,10:00 AM,"Hauser - La Brea, 3rd - Wilshire"
9P105 Tu,4,8:00 AM,10:00 AM,"Hauser - La Brea, 3rd - Wilshire"
9P107 Th,10,10:00 AM,1:00 PM,"Western - Irolo, Wilshire - Olympic"
9P107 W,10,10:00 AM,1:00 PM,"Irolo - Vermont, Wilshire - Olympic"
9P111 Th,1,12:00 PM,3:00 PM,"Western - Normandie, Olympic - Pico"
9P111 W,1,12:00 PM,3:00 PM,"Normandie - Vermont, Olympic - Pico"
9P121 Th,10,8:00 AM,10:00 AM,"Western - Normandie, 3rd - Wilshire"
9P121 W,10,8:00 AM,10:00 AM,"Western - Normandie, 3rd - Wilshire"
9P144 Th,10,12:00 PM,3:00 PM,"Crenshaw - Wilton, Olympic - Pico"
9P144 W,10,12:00 PM,3:00 PM,"Crenshaw - Wilton, Olympic - Pico"
9P145 M,5,8:00 AM,10:00 AM,"Olympic - Cashio, Robertson - La Cienega"
9P145 Tu,5,8:00 AM,10:00 AM,"Olympic - Cashio, Robertson - La Cienega"
9P146 Th,4/10,11:00 AM,2:00 PM,"3rd - Pico, Western - Wilton"
9P146 W,4/10,11:00 AM,2:00 PM,"4th - Pico, Western - Wilton"
9P147 Th,10,8:00 AM,10:00 AM,"3rd - Wilshire, Vermont - Normandie"
9P147 W,10,8:00 AM,10:00 AM,"4th - Wilshire, Vermont - Normandie"
9P148 Th,1,8:00 AM,10:00 AM,"Western - Vermont, Pico - Venice & Venice - Washington, Wilton - Vermont"
9P148 W,1,8:00 AM,10:00 AM,"Western - Vermont, Pico - Venice & Venice - Washington, Wilton - Vermont"
9P149 Th,1,9:00 AM,12:00 PM,"Western - Normandie, Venice - 10 Fwy & Normandie - Vermont, Washington - 10 Fwy"
9P149 W,1,9:00 AM,12:00 PM,"Western - Normandie, Venice - 10 Fwy & Normandie - Vermont, Washington - 10 Fwy"
9P150 M,5,8:00 AM,10:00 AM,"LeDoux - Robertson, Gregory - Olympic"
9P150 Tu,5,8:00 AM,10:00 AM,"LeDoux - Robertson, Gregory - Olympic"
9P151 Th,10,8:00 AM,11:00 AM,"Pico - Washington, Wilton - Bronson"
9P151 W,10,8:00 AM,11:00 AM,"Pico - Washington, Wilton - Bronson"
9P162 M,10,10:00 AM,12:00 PM,"Thurman - La Brea, Washington - 10 Fwy"
9P162 Tu,10,10:00 AM,12:00 PM,"Thurman - La Brea, Washington - 10 Fwy"
9P163 M,4/10,12:00 PM,3:00 PM,"Pico - Olympic, Houser - La Brea"
9P163 Tu,4/10,12:00 PM,3:00 PM,"Pico - Olympic, Houser - La Brea"
9P164 Th,10,12:00 PM,3:00 PM,"Pico - 10 Fwy, Western - Arlington"
9P164 W,10,12:00 PM,3:00 PM,"Pico - 10 Fwy, Western - Arlington"
9P165 Th,10,10:00 AM,12:00 PM,"La Brea - Arlington, 10 Fwy - Washington"
9P165 W,10,10:00 AM,12:00 PM,"La Brea - Arlington, 10 Fwy - Washington"
9P218 M,5/10,10:00 AM,12:00 PM,"Olympic - Saturn, Fairfax - La Cienega"
9P218 Tu,5/10,10:00 AM,12:00 PM,"Olympic - Saturn, Fairfax - La Cienega"
9P219 M,10,10:00 AM,12:00 PM,"Sawyer - Kramerwood, Venice - Robertson"
9P219 Tu,10,10:00 AM,12:00 PM,"Sawyer - Kramerwood, Venice - Robertson"
9P276 M,5,8:00 AM,11:00 AM,"Sawyer - Pickford, Robertson - Crescent Heights"
9P276 Tu,5,8:00 AM,11:00 AM,"Sawyer - Pickford, Robertson - Crescent Heights"
9P277 M,4,9:00 AM,11:00 AM,"Wilshire - Olympic, Sierra Bonita - La Brea"
9P277 Tu,4,9:00 AM,11:00 AM,"Wilshire - Olympic, Sierra Bonita - La Brea"
9P279 Th,10,9:00 AM,12:00 PM,"Olympic - 12th ST, Redondo - Lucerne"
9P279 W,10,9:00 AM,12:00 PM,"Olympic - 12th ST, Redondo - Lucerne"
9P280 M,10,12:00 PM,3:00 PM,"Buchard - National, 10 Fwy - city line (n/o Washington)"
9P280 Tu,10,12:00 PM,3:00 PM,"Buchard - National, 10 Fwy - city line (n/o Washington)"
9P281 Th,10,12:00 PM,3:00 PM,"Venice - Washington, La Brea - West"
9P281 W,10,12:00 PM,3:00 PM,"Venice - Washington, West - Crenshaw"
9P282 M,5,12:00 PM,3:00 PM,"Wilshire - Olympic, Sierra Bonita - Schumacher"
9P282 Tu,5,12:00 PM,3:00 PM,"Wilshire - Olympic, Sierra Bonita - Schumacher"
9P283 Th,10,9:00 AM,12:00 PM,"Pico - 12th St, Queen Ann - La Brea"
9P283 W,10,9:00 AM,12:00 PM,"Pico - 12th St, Queen Ann - La Brea"
