SpaceID,BlockFace,MeterType,RateType,RateRange,MeteredTimeLimit,ParkingPolicy,StreetCleaning,LatLng
VN801,14400 DELANO ST,Single-Space,TOD,$0.5 - $1,2HR,8A-8P Mon-Sat,,"(34.1826, -118.447109)"
EN884,16200 VENTURA BL,Single-Space,FLAT,$1.00,2HR,"TANS 6A-9A, 330P-7P Mon-Fri | PKG 9A-330P Mon-Fri, 8A-8P Sat",,"(34.156649, -118.486448)"
NH436,11300 WEDDINGTON ST,Single-Space,FLAT,$1.00,1HR,8A-6P Mon-Sat,10A-12P Thu,"(34.166941, -118.377588)"
VN122,14501 HAYNES ST,Single-Space,FLAT,$0.50,2HR,8A-8P Mon-Sat,8A-10A Mon,"(34.189746, -118.449649)"
SO98,14400 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.15063, -118.447553)"
SW544,5101 MARATHON ST,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.084951, -118.309722)"
HO222,1601 IVAR AV,Single-Space,TOD,$0.5 - $1,2HR,"PKG 8A-8P Mon-Thu, 8A-12A Fri-Sat, 3P-8P Sun | NP 6A-3P Sun",,"(34.100275, -118.328237)"
WW90,200 S WESTERN AV,Single-Space,FLAT,$1.00,1HR,8A-6P Mon-Sat,,"(34.070642, -118.309028)"
MM567,701 ORANGE GROVE AV,Single-Space,JUMP,$1\hr - $4\10hr,10HR,8A-8P Mon-Sat,12P-3P Mon,"(34.061462, -118.361132)"
NH764,4200 LANKERSHIM BL,Single-Space,FLAT,$1.00,2HR,8A-6P Mon-Sat,,"(34.147048, -118.3637)"
TZ412,19000 VENTURA BL,Single-Space,FLAT,$1.00,2HR,TANS 6A-9A Mon-Fri | PKG 9A-8P Mon-Sat,,"(34.172442, -118.549215)"
CB1264,1200 S. GRAND AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.039863, -118.263437)"
WW1285,3901 3RD ST,Single-Space,FLAT,$1.00,1HR,8A-6P Mon-Sat,,"(34.069119, -118.299488)"
OS74,11600 OLYMPIC BL,Single-Space,FLAT,$1.00,1HR,8A-6P Mon-Sat,,"(34.034492, -118.447195)"
SC348,11601 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.141222, -118.38722)"
MV39,12201 VENICE BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.004611, -118.432105)"
HW78,1401 KINGSLEY DR,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,10A-12P Wed,"(34.097766, -118.303212)"
SO901,13501 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.147507, -118.427472)"
MM122A,700 DETROIT ST,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,9A-11A Mon,"(34.061533, -118.345332)"
SC787,12900 VENTURA BL,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.145106, -118.414324)"
WW1955,3751 7TH ST,Single-Space,JUMP,$1\hr - $4\10hr,10HR,8A-6P Mon-Sat,10A-1P Wed,"(34.059768, -118.308385)"
CB1178,201 W PICO BLVD,Single-Space,FLAT,$1.00,4HR,8A-8P Mon-Sat,,"(34.037879, -118.262384)"
CC849,401 N. FIGUEROA ST,Single-Space,FLAT,$0.50,4HR,8A-6P Mon-Sat,,"(34.060151, -118.248313)"
SS236,11801 SANTA MONICA BL,Single-Space,FLAT,$1.00,2HR,"TANS 7A-9A, 4P-6P Mon-Fri | PKG 9A-4P, 6P-8P Mon-Fri, 8A-8P Sat",,"(34.042236, -118.459789)"
LM477,7201 BEVERLY BL,Single-Space,FLAT,$1.00,1HR,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.076258, -118.346754)"
WF568A,500 SAN VICENTE BL,Single-Space,FLAT,$1.00,2HR,"8A-8P Mon-Sat, 11A-8P Sun",12A-6A Tue,"(34.068381, -118.374531)"
VH210,4501 W AVOCADO ST,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,8A-11A Fri,"(34.110773, -118.287669)"
MD514,1701 WORKMAN ST,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.061347, -118.213763)"
WH737,5400 FARRALONE AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.169389, -118.610149)"
WW1656,3351 8TH ST,Single-Space,FLAT,$1.00,2HR,8A-6P Mon-Sat,,"(34.057775, -118.30256)"
YO86,5100 YORK BL,Single-Space,FLAT,$1.00,30MIN,8A-8P Mon-Sat,,"(34.120946, -118.204546)"
VN917,14400 FRIAR ST,Single-Space,TOD,$0.5 - $1,2HR,8A-8P Mon-Sat,,"(34.185623, -118.446849)"
WW1987,3601 WILSHIRE BL,Single-Space,FLAT,$1.00,2HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Sat",,"(34.06183, -118.303473)"
ED758,400 S CENTRAL AVE,Single-Space,FLAT,$1.00,4HR,8A-6P Mon-Sat,1A-4A Wed,"(34.042625, -118.239651)"
UC21,3701 CAHUENGA BL,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.135816, -118.362149)"
SC521,11301 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.140314, -118.377321)"
ED293,1200 S PALOMA ST,Single-Space,JUMP,$0.5\hr - $2\10hr,10HR,8A-6P Mon-Sat,,"(34.030827, -118.247954)"
SS321,11700 SANTA MONICA BL,Single-Space,FLAT,$1.00,1HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat",,"(34.042914, -118.457675)"
AE217,101 S HEWITT ST,Single-Space,JUMP,$1\hr - $4\10hr,10HR,6A-4P Mon-Fri,,"(34.047916, -118.236172)"
CB2595,501 S. FREMONT AVE,Single-Space,FLAT,$5.00,2HR,"PLO 7A-9A, 4P-6P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-6P Sat",,"(34.052256, -118.258562)"
SO853,13300 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.14674, -118.4241)"
WA812,2600 7TH ST,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.059106, -118.282884)"
CB3214,301 W. 8TH ST,Single-Space,TOD,$3 - $6,2HR,"TANS 7A-9A, 3P-7P Mon-Fri | PKG 9A-3P Mon-Fri, 8A-8P Sat",,"(34.044032, -118.25498)"
SVV337,601 HELIOTROPE DR,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,11A-2P Fri,"(34.083216, -118.295407)"
VW143,2801 JAMES M WOOD BL,Single-Space,FLAT,$1.00,1HR,TANS 4P-6P Mon-Fri | PKG 8A-4P Mon-Sat,,"(34.055959, -118.290415)"
TZ387,19200 VENTURA BL,Single-Space,FLAT,$1.00,2HR,TANS 6A-9A Mon-Fri | PKG 9A-8P Mon-Sat,,"(34.172539, -118.552748)"
VH145,1900 N HILLHURST AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.106587, -118.287314)"
SO118,14401 VENTURA BL,Single-Space,FLAT,$1.00,2HR,TANS 4P-6P Mon-Fri | PKG 8A-4P Mon-Sat,,"(34.15074, -118.446982)"
HO141,1600 WILCOX AV,Single-Space,TOD,$1.5 - $3,2HR,"8A-8P Mon-Thu, 8A-12A Fri-Sat, 11A-8P Sun",,"(34.10023, -118.330945)"
VS83,4500 SUNSET BL,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.098047, -118.288979)"
SV112,6501 SUNSET BL,Single-Space,FLAT,$1.00,15MIN,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat, 11A-8P Sun",,"(34.098089, -118.331975)"
TZ473,5500 CREBS AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.171078, -118.542991)"
SH334,6400 SANTA MONICA BL,Single-Space,FLAT,$1.00,1HR,8A-7P Mon-Sat,,"(34.090648, -118.330378)"
CB1317A,1101 S. GRAND AV,Single-Space,TOD,$1.5 - $2,4HR,8A-8P Mon-Sat,,"(34.041192, -118.262441)"
SO46,14600 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.151393, -118.452167)"
WH542,22001 AV SAN LUIS,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,12P-2P Tue,"(34.166021, -118.606179)"
PR78,1101 ROBERTSON BL,Single-Space,FLAT,$1.00,2HR,8A-6P Mon-Sat,,"(34.055534, -118.383819)"
WU7,500 BIXEL ST,Single-Space,FLAT,$1.00,1HR,8A-6P Mon-Sat,10A-1P Tue,"(34.05437, -118.261654)"
VW723A,3301 WILSHIRE BL,Single-Space,FLAT,$1.00,1HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Sat",,"(34.061874, -118.295949)"
WA1099,600 BONNIE BRAE ST,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,12P-3P Fri,"(34.057134, -118.273351)"
WB476,2101 S FLOWER ST,Single-Space,JUMP,$1\hr - $4\6hr,6HR,TANS 4P-6P Mon-Fri | PKG 8A-4P Mon-Sat,,"(34.031512, -118.272363)"
BF403A,8001 BEVERLY BL,Single-Space,FLAT,$1.00,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.076193, -118.364461)"
NH276,11200 CHANDLER BL,Single-Space,FLAT,$1.00,2HR,8A-6P Mon-Sat,,"(34.168, -118.375273)"
SG418,1400 FULLER AV,Single-Space,FLAT,$1.00,2HR,8A-9P Mon-Sat,11A-2P Mon,"(34.097617, -118.3495)"
WW1570,3400 8TH ST,Single-Space,FLAT,$1.00,1HR,8A-6P Mon-Sat,,"(34.057598, -118.306064)"
PR649,1601 ROBERTSON BL,Single-Space,FLAT,$1.00,2HR,8A-6P Mon-Sat,,"(34.049227, -118.385371)"
PB118,1301 RIDGELEY DR,Single-Space,FLAT,$1.00,4HR,8A-8P Mon-Sat,12P-3P Mon,"(34.048649, -118.355767)"
OF65,5801 SAN VICENTE BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,12P-3P Tue,"(34.05619, -118.359858)"
P218,801 ALMA REAL DR,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.044619, -118.525023)"
PC143,1300 4TH AV,Single-Space,FLAT,$1.00,2HR,8A-6P Mon-Sat,8A-11A Thu,"(34.046931, -118.321172)"
CB2411,900 S. SAN PEDRO ST,Single-Space,FLAT,$0.50,4HR,8A-6P Mon-Sat,,"(34.037073, -118.250433)"
WV61,1101 GAYLEY AV,Single-Space,TOD,$1 - $2,30MIN,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.059963, -118.446408)"
VN427,6401 VESPER AV,Single-Space,FLAT,$1.00,2HR,8A-6P Mon-Sat,8A-10A Tue,"(34.188299, -118.450967)"
PR702,5900 PICO BL,Single-Space,FLAT,$1.00,1HR,8A-6P Mon-Sat,,"(34.05164, -118.367872)"
CB2089,1300 S MAPLE AVE,Single-Space,TOD,$0.5 - $2,4HR,8A-6P Mon-Sat,,"(34.034137, -118.257424)"
W115,6001 W 98TH ST,Single-Space,FLAT,$1.00,2HR,8A-12A Daily,12P-230P Wed,"(33.947438, -118.38941)"
WA812C,2600 7TH ST,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.058944, -118.282558)"
PW312,10500 PICO BL,Single-Space,FLAT,$1.00,2HR,TANS 7A-10A Mon-Fri | PKG 10A-6P Mon-Sat,,"(34.043717, -118.421349)"
SC610,12501 VENTURA BL,Single-Space,JUMP,$1\hr - $4\10hr,10HR,8A-8P Mon-Sat,,"(34.142976, -118.406353)"
ED364,801 E PICO BLVD,Single-Space,FLAT,$0.50,4HR,8A-6P Mon-Sat,,"(34.031744, -118.251482)"
PW246,10900 PICO BL,Single-Space,FLAT,$1.00,2HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Sat",,"(34.038918, -118.430779)"
SV755,1401 HIGHLAND AV,Single-Space,FLAT,$1.00,2HR,"TANS 7A-9A, 3P-7P Mon-Fri | PKG 9A-3P Mon-Fri, 8A-8P Sat, 11A-8P Sun",,"(34.097303, -118.338774)"
SVV1,4900 SANTA MONICA BL,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.090759, -118.296701)"
CB2441,501 MAPLE AVE,Single-Space,TOD,$1.5 - $3,2HR,8A-6P Mon-Sat,,"(34.044285, -118.247761)"
WB21,2000 BROADWAY,Single-Space,FLAT,$0.50,4HR,8A-6P Daily,,"(34.029847, -118.2667)"
PR696,5900 PICO BL,Single-Space,FLAT,$1.00,1HR,8A-6P Mon-Sat,,"(34.051741, -118.368393)"
SV816,1300 HIGHLAND AV,Single-Space,FLAT,$0.50,2HR,"TANS 7A-9A, 3P-7P Mon-Fri | PKG 9A-3P Mon-Fri, 8A-8P Sat, 11A-8P Sun",,"(34.095731, -118.338515)"
WF498,7901 3RD ST,Single-Space,FLAT,$1.00,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.071881, -118.363367)"
CB1241,1201 S. OLIVE ST,Single-Space,FLAT,$0.50,4HR,8A-8P Mon-Sat,,"(34.039204, -118.262558)"
ED404,800 E PICO BLVD,Single-Space,FLAT,$0.50,2HR,8A-6P Mon-Sat,,"(34.0314377223, -118.251085985)"
VW1600,1201 BERENDO ST,Single-Space,FLAT,$1.00,2HR,8A-6P Mon-Sat,12P-3P Thu,"(34.047636, -118.293771)"
WU296,1201 WILSHIRE BL,Single-Space,FLAT,$1.00,1HR,8A-6P Mon-Sat,,"(34.053408, -118.26557)"
BF573,8201 MELROSE AV,Single-Space,FLAT,$1.00,15MIN,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.083807, -118.368271)"
R353,7500 RESEDA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.207713, -118.535933)"
OF100,5800 OLYMPIC BL,Single-Space,FLAT,$1.00,2HR,"TANS 7A-10A, 3P-7P Mon-Fri | PKG 10A-3P Mon-Sat",,"(34.057401, -118.359116)"
OS441,2001 BARRINGTON AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.036063, -118.449503)"
WB671,1901 S LOS ANGELES ST,Single-Space,FLAT,$0.50,4HR,8A-6P Mon-Sat,,"(34.030141, -118.263932)"
SO241,15001 VENTURA BL,Single-Space,FLAT,$1.00,2HR,TANS 7A-9A Mon-Fri | PKG 9A-6P Mon-Sat,,"(34.153025, -118.460761)"
VN713,14300 SYLVAN ST,Single-Space,JUMP,$1\hr - $4\10hr,10HR,6A-4P Mon-Fri,,"(34.184587, -118.44485)"
SH336,6400 SANTA MONICA BL,Single-Space,FLAT,$1.00,1HR,8A-7P Mon-Sat,,"(34.090648, -118.330219)"
CP319,22101 SHERMAN WY,Single-Space,FLAT,$1.00,2HR,8A-6P Mon-Sat,,"(34.201129, -118.609095)"
CP141,21700 SHERMAN WY,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.20092, -118.602577)"
WS496,1601 PONTIUS AV,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.048307, -118.44575)"
MM4,700 SPAULDING AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,12P-3P Mon,"(34.061906, -118.357855)"
BF192,7500 MELROSE AV,Single-Space,FLAT,$1.00,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.083569, -118.354001)"
SV376,1400 COLE PL,Single-Space,TOD,$0.5 - $1,2HR,"8A-8P Mon-Sat, 11A-8P Sun",10A-1P Tue,"(34.096609, -118.330207)"
WS465,1501 SEPULVEDA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.049596, -118.446136)"
CB796,1101 S SANTEE ST,Single-Space,TOD,$1.5 - $3,2HR,"8A-6P Mon-Sat, 11A-6P Sun",,"(34.036524, -118.257231)"
WS554,10901 ASHTON AV,Single-Space,FLAT,$1.00,2HR,8A-6P Mon-Sat,,"(34.057256, -118.445618)"
SV245,1400 WILCOX AV,Single-Space,FLAT,$0.50,2HR,"8A-8P Mon-Sat, 11A-8P Sun",10A-1P Mon,"(34.097136, -118.330934)"
HO949,1800 WILCOX AV,Single-Space,TOD,$1.5 - $2,2HR,"8A-8P Mon-Thu, 8A-12A Fri-Sat, 11A-8P Sun",8A-10A Mon,"(34.10498, -118.330999)"
CC1267A,200 S. MAIN ST,Single-Space,TOD,$0.5 - $1,2HR,8A-8P Mon-Sat,,"(34.050565, -118.244824)"
CB435,1300 S LOS ANGELES ST,Single-Space,TOD,$0.5 - $2,2HR,8A-6P Mon-Sat,,"(34.035112, -118.259728)"
ED235,700 12TH ST,Single-Space,TOD,$0.5 - $1.5,2HR,8A-6P Mon-Sat,,"(34.032659, -118.25138)"
VN703,14300 SYLVAN ST,Single-Space,FLAT,$1.00,2HR,8A-6P Mon-Sat,,"(34.184588, -118.446075)"
CB1784,1100 S SANTEE ST,Single-Space,TOD,$1.5 - $4,2HR,"8A-6P Mon-Sat, 11A-6P Sun",,"(34.03655, -118.257039)"
CB3142,201 E. 6TH ST,Single-Space,TOD,$0.5 - $6,2HR,"TANS 7A-9A, 3P-7P Mon-Fri | PKG 9A-3P Mon-Sat",,"(34.044386, -118.248525)"
SP540,400 7TH ST,Single-Space,FLAT,$0.50,2HR,8A-6P Mon-Sat,4A-630A Thu,"(33.737915, -118.286092)"
VS42,1300 VERMONT AV,Single-Space,FLAT,$1.00,1HR,"TANS 4P-7P Mon-Fri | PKG 8A-4P Mon-Fri, 8A-8P Sat",,"(34.096766, -118.291636)"
MM831,600 ORANGE DR,Single-Space,FLAT,$1.00,15MIN,8A-8P Mon-Sat,,"(34.062424, -118.341796)"
VW1762,1301 MAGNOLIA AV,Single-Space,FLAT,$1.00,2HR,8A-6P Mon-Fri,8A-10A Thu,"(34.047059, -118.286461)"
WA971,900 LAKE ST,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,12P-3P Fri,"(34.053642, -118.279943)"
WB839,1700 S MAPLE AVE,Single-Space,FLAT,$1.00,2HR,8A-6P Mon-Sat,,"(34.030415, -118.260493)"
WA1747,2100 VALLEY ST,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,10A-1P Tue,"(34.065038, -118.272135)"
LT502,101 S CENTRAL AVE,Single-Space,TOD,$0.5 - $4,2HR,8A-8P Mon-Sat,,"(34.048126, -118.239392)"
WH91,20901 VENTURA BL,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.166719, -118.590338)"
AE90,501 TRACTION AV,Single-Space,JUMP,$1\hr - $4\10hr,10HR,6A-4P Mon-Fri,,"(34.046631, -118.237548)"
EN214,16700 LA MAIDA ST,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,8A-10A Fri,"(34.159145, -118.498573)"
C1122,600 30TH ST,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,8A-11A Wed,"(34.025242, -118.27858)"
MM347,700 OGDEN DR,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,12P-3P Mon,"(34.062306, -118.359443)"
ED388,700 E PICO BLVD,Single-Space,TOD,$0.5 - $1,2HR,8A-6P Mon-Sat,,"(34.032603, -118.253814)"
PC175,3400 PICO BL,Single-Space,FLAT,$1.00,2HR,8A-6P Mon-Sat,,"(34.04709, -118.318455)"
UC89,3401 CAHUENGA BL,Single-Space,FLAT,$1.00,1HR,8A-6P Mon-Sat,,"(34.131669, -118.352292)"
PM81,9701 VENICE BL,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.024212, -118.397601)"
V208,1500 PARK ROW (S),Single-Space,FLAT,$2.00,1HR,8A-6P Daily,,"(33.988177, -118.472061)"
SV202A,6600 SUNSET BL,Single-Space,FLAT,$0.50,2HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat, 11A-8P Sun",,"(34.097884, -118.334585)"
BR108,11800 W SAN VICENTE BLVD,Single-Space,FLAT,$2.00,1HR,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.052758, -118.469194)"
LM362,7250 MELROSE AV,Single-Space,FLAT,$1.00,2HR,"PKG 8A-6P Mon-Sat, 11A-6P Sun | PLO 6P-12A Daily",,"(34.083431, -118.347664)"
NH385,11201 WEDDINGTON ST,Single-Space,FLAT,$1.00,4HR,8A-6P Mon-Sat,10A-12P Fri,"(34.16705, -118.376511)"
WW1528,900 S WESTERN AV,Single-Space,FLAT,$1.00,1HR,8A-6P Mon-Sat,,"(34.053872, -118.308964)"
CC1087,400 S GRAND AV,Single-Space,TOD,$3 - $4,2HR,8A-8P Mon-Sat,,"(34.051503, -118.252502)"
CB1752,201 E 12TH ST,Single-Space,TOD,$2 - $4,2HR,"8A-6P Mon-Sat, 11A-6P Sun",,"(34.036778, -118.257981)"
WW391,600 OXFORD AV,Single-Space,FLAT,$1.00,1HR,8A-6P Mon-Sat,10A-1P Thu,"(34.06039, -118.307729)"
WH404,23101 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.163487, -118.629588)"
NH1138,11001 CAMARILLO ST,Single-Space,FLAT,$1.00,2HR,8A-6P Mon-Sat,10A-12P Thu,"(34.157749, -118.371334)"
R47,7200 RESEDA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,4A-630A Mon-Fri,"(34.202259, -118.535931)"
WW2264,2800 PICO BL,Single-Space,FLAT,$1.00,1HR,TANS 7A-9A Mon-Fri | PKG 9A-6P Mon-Sat,,"(34.047143, -118.301205)"
PR66,1101 ROBERTSON BL,Single-Space,FLAT,$1.00,2HR,8A-6P Mon-Sat,,"(34.056388, -118.3838)"
VW1252,1001 VERMONT AV,Single-Space,FLAT,$1.00,1HR,8A-6P Mon-Sat,,"(34.051534, -118.291717)"
SC480,11101 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.141587, -118.372864)"
SO1156,4600 SEPULVEDA BL,Single-Space,JUMP,$1\hr - $4\10hr,10HR,8A-6P Mon-Sat,8A-10A Fri,"(34.155372, -118.466001)"
LM730,200 N. LA BREA AV,Single-Space,FLAT,$1.00,2HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat, 11A-8P Sun",,"(34.075657, -118.343917)"
MM116,700 CLOVERDALE AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,9A-11A Tue,"(34.06192, -118.346239)"
VS546,5100 SUNSET BL,Single-Space,FLAT,$1.00,1HR,"TANS 4P-7P Mon-Fri | PKG 8A-4P Mon-Fri, 8A-8P Sat",,"(34.098023, -118.301559)"
PR238,1400 BEDFORD ST,Single-Space,FLAT,$1.00,2HR,8A-6P Mon-Sat,8A-10A Mon,"(34.053868, -118.38051)"
SO152,4401 VAN NUYS BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.151753, -118.448832)"
SV105,1501 WILCOX AV,Single-Space,FLAT,$1.00,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.098337, -118.331106)"
CB3099,201 W. 5TH ST,Single-Space,TOD,$1.5 - $6,2HR,"TANS 7A-9A, 3P-7P Mon-Fri | PKG 9A-3P Mon-Fri, 8A-8P Sat | NP 9A-3P Mon-Fri, 8A-8P Sat",,"(34.047953, -118.250389)"
WS810,1900 S. PONTIUS AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.043973, -118.441853)"
WS218,1601 WESTWOOD BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.05211, -118.439182)"
WW583,651 ARDMORE AV,Single-Space,FLAT,$1.00,2HR,8A-6P Mon-Sat,10A-1P Thu,"(34.060371, -118.302066)"
WU1284,1200 3RD ST,Single-Space,JUMP,$1\hr - $4\10hr,10HR,TANS 7A-9A Mon-Fri | PKG 9A-7P Mon-Sat,,"(34.057255, -118.259332)"
BR75,12001 W SAN VICENTE BLVD,Single-Space,FLAT,$2.00,1HR,8A-8P Mon-Sat,,"(34.052267, -118.473204)"
SL441,2700 SUNSET BL,Single-Space,JUMP,$1\hr - $4\10hr,10HR,8A-8P Mon-Sat,,"(34.081074, -118.271057)"
NH1267,5251 VINELAND AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.166227, -118.370537)"
VW159,800 VERMONT AV,Single-Space,FLAT,$1.00,1HR,8A-6P Mon-Sat,,"(34.057193, -118.291524)"
SO412,14200 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.149838, -118.442766)"
EN480,5100 ZELZAH AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,10A-12P Mon,"(34.164037, -118.52195)"
CB2726,601 SAN PEDRO ST,Single-Space,TOD,$1 - $1.5,2HR,8A-6P Mon-Sat,,"(34.041455, -118.246126)"
CC789,201 N. FREMONT AV,Single-Space,TOD,$0.5 - $2,2HR,PKG 8A-6P Mon-Sat | NP 8P-6A Nightly,,"(34.059258, -118.252227)"
AE658,700 COMMERCIAL ST,Single-Space,JUMP,$1\hr - $4\10hr,10HR,6A-4P Mon-Fri,,"(34.052665, -118.231866)"
CC707,400 W CESAR E CHAVEZ,Single-Space,FLAT,$0.50,4HR,"TANS 7A-9A, 4P-6P Mon-Fri | PKG 9A-4P Mon-Sat",,"(34.058774, -118.240902)"
SO298,15200 MOORPARK ST,Single-Space,FLAT,$1.00,1HR,6A-2A Daily,8A-10A Thu,"(34.154431, -118.464289)"
WS533,1801 S. PONTIUS AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.044299, -118.44229)"
P33,15301 ANTIOCH ST,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.047104, -118.526489)"
CC912A,601 W CESAR E CHAVEZ,Single-Space,FLAT,$0.50,4HR,TANS 4P-7P Mon-Fri | PKG 8A-4P Mon-Sat,,"(34.060297, -118.243145)"
BW116,11601 S BARRINGTON CT,Single-Space,FLAT,$2.00,1HR,PKG 8A-9P Daily | NP 2A-4A Daily,,"(34.064915, -118.469417)"
CB2305,600 E. 12TH ST,Single-Space,FLAT,$0.50,4HR,8A-6P Mon-Sat,,"(34.033922, -118.253788)"
MD35,1000 KINGSTON AV,Single-Space,FLAT,$1.00,4HR,8A-8P Mon-Sat,,"(34.056703, -118.209643)"
LM823,6900 MELROSE AV,Single-Space,FLAT,$1.00,1HR,8A-6P Mon-Sat,,"(34.08336, -118.342415)"
SH446A,1000 LILLIAN WY,Single-Space,FLAT,$1.00,2HR,8A-7P Mon-Sat,12P-3P Tue,"(34.090399, -118.327676)"
SC241B,3901 LAUREL CYN BL,Single-Space,FLAT,$1.00,15MIN,8A-6P Mon-Sat,,"(34.142471, -118.394968)"
CB4271A,1001 S. SAN JULIAN ST,Single-Space,FLAT,$0.50,4HR,8A-6P Mon-Sat,,"(34.036777, -118.252444)"
WW574,651 ARDMORE AV,Single-Space,FLAT,$1.00,30MIN,8A-6P Mon-Sat,10A-1P Thu,"(34.061187, -118.302065)"
NH579,5001 LANKERSHIM BL,Single-Space,FLAT,$1.00,2HR,8A-6P Mon-Sat,,"(34.161669, -118.372814)"
BF527A,7801 BEVERLY BL,Single-Space,FLAT,$1.00,1HR,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.076215, -118.359788)"
